class,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-root,stem-surface,stem-color,veil-type,veil-color,has-ring,ring-type,spore-print-color,habitat,season
e,4.27,x,,w,f,x,c,w,8.14,9.0,b,,n,,w,t,,,g,s
e,2.75,b,y,n,f,,c,n,5.64,2.79,,,w,,,f,f,,d,w
p,3.35,b,y,e,f,e,c,n,4.28,3.48,,k,w,,,t,e,,m,u
p,8.64,s,t,p,t,d,c,p,7.67,11.46,,,p,,,t,f,,d,a
p,0.67,f,,o,f,d,,o,4.47,1.01,,,y,,,f,f,w,g,u
p,8.28,x,w,p,f,s,c,p,4.85,9.93,,,p,,,f,f,,d,a
p,7.3,b,t,w,f,e,c,w,12.56,12.35,,y,w,u,w,t,l,,d,a
p,9.69,x,t,n,t,d,c,n,6.03,12.15,,,n,,,f,f,,h,a
p,1.7,b,g,o,f,,c,n,6.16,2.82,,,n,,,f,f,,m,u
e,4.78,f,d,b,f,d,d,o,6.01,11.87,,,w,,,f,f,,m,a
p,1.66,x,,n,f,,,k,5.07,2.48,,s,n,,,f,f,k,g,a
e,11.13,x,,n,t,,,w,13.15,17.65,b,,w,u,w,t,g,,d,u
e,15.79,f,e,n,f,a,c,w,7.91,24.9,s,,w,,,f,f,,l,w
p,16.17,s,k,w,t,d,d,w,6.84,31.59,,,w,,,f,f,,d,a
e,10.67,x,s,k,f,a,c,w,4.61,15.95,,,w,,,f,f,,d,a
e,9.95,p,i,n,t,e,,p,8.53,16.0,,y,w,,,t,p,,d,a
p,2.03,x,s,o,f,a,,o,2.82,6.29,,,o,,,f,f,,h,a
e,6.78,x,s,b,f,x,c,w,7.32,11.01,,s,n,,,f,f,,l,w
p,3.32,b,y,w,f,e,c,w,4.48,3.56,,k,w,,,t,e,,m,u
p,5.87,o,s,w,f,,c,w,0.0,0.0,f,f,f,,,f,f,n,d,a
p,5.69,b,d,n,f,d,c,n,5.59,6.49,,i,n,,,t,,,d,u
p,14.71,x,k,n,t,p,,e,8.82,28.96,c,,y,,,f,f,,d,a
p,0.79,x,g,p,f,a,,p,3.33,0.98,,h,k,,,f,f,,d,u
p,12.07,x,t,r,t,d,c,n,5.5,14.65,,,n,,,f,f,,h,a
e,11.2,x,s,u,f,x,,n,8.92,25.24,,,n,,,f,f,,d,a
e,9.65,x,e,y,f,x,c,w,6.56,19.85,,,w,,,f,f,,d,u
p,3.63,x,i,e,f,,,e,4.91,5.39,,,e,,,f,f,n,d,a
e,14.54,f,e,g,f,d,c,w,9.1,24.61,s,,w,,,f,f,,d,a
p,4.36,c,i,y,f,,c,r,6.88,7.88,,,w,,,f,f,,d,a
e,1.62,f,w,g,f,,d,k,4.51,2.27,,,w,,,f,f,,g,u
e,1.3,x,w,g,f,,d,k,4.24,2.33,,,w,,,f,f,,g,s
e,9.18,p,,n,f,a,,w,9.1,16.45,,,w,,,f,f,,g,a
e,8.95,p,,g,f,a,,w,8.86,14.8,,,w,,,f,f,,g,a
e,6.51,x,y,n,f,e,c,w,5.38,10.01,,y,n,,,f,f,,d,u
p,4.91,c,i,y,f,,c,r,6.22,7.25,,,w,,,f,f,,d,u
p,1.3,f,s,y,f,f,f,f,3.34,5.51,,,y,,,f,f,,d,u
p,5.2,c,i,y,f,,c,n,5.9,7.2,,,w,,,f,f,,d,a
p,12.36,x,,g,t,x,,n,11.24,21.72,s,,n,,u,f,f,,d,a
p,4.22,b,y,n,f,,c,u,6.5,4.65,s,s,w,,,f,f,,d,u
p,3.95,x,y,y,f,a,,w,5.47,3.6,,y,n,,,t,r,,h,a
p,15.19,x,t,g,t,d,c,b,4.93,23.71,,,n,,,f,f,,l,a
e,17.37,x,d,o,f,p,,w,14.86,34.35,s,y,w,,,f,f,,d,a
p,8.94,p,g,n,f,e,,w,9.75,20.04,,y,w,u,w,t,p,,d,a
p,3.74,b,t,n,f,x,c,p,5.8,4.64,,i,g,,,f,f,,d,a
p,10.09,x,t,n,f,a,d,w,8.74,25.83,,,w,,,f,f,,d,a
p,4.21,c,i,y,f,,c,r,6.29,6.8,,,w,,,f,f,,d,a
p,10.27,s,t,g,t,d,c,n,5.03,23.19,,,g,,,f,f,,l,u
e,7.03,x,s,b,f,x,c,w,6.76,9.93,,s,n,,,f,f,,l,a
e,3.81,f,t,n,f,d,,o,5.74,6.59,,t,o,,,f,f,,d,w
e,7.6,s,,n,f,s,c,p,7.66,19.74,b,,u,,,f,f,,d,w
e,5.05,x,,y,f,e,,w,5.81,11.16,b,,y,u,y,t,g,,d,a
e,4.94,s,w,y,f,f,f,f,4.2,10.53,,,y,,,f,f,,d,a
p,2.64,f,w,n,t,d,c,n,2.25,4.61,,,n,,,f,f,,d,a
p,14.1,f,s,n,f,d,c,y,5.88,39.38,,k,k,,,f,f,,d,u
e,10.67,x,s,r,f,x,,n,6.68,19.78,,,w,,,f,f,,d,a
e,4.52,x,,w,f,x,c,w,7.59,8.41,b,,n,,w,t,,,g,a
e,51.92,o,y,y,f,p,,y,5.29,21.71,,k,n,,,f,f,,d,u
p,0.85,x,g,p,f,a,,p,3.91,1.04,,h,k,,,f,f,,d,u
p,1.21,f,s,y,f,f,f,f,3.29,5.64,,,y,,,f,f,,d,u
e,19.85,f,y,n,f,,,w,25.81,20.26,s,,n,,,t,m,,d,a
p,2.43,x,y,o,f,a,,y,2.77,4.93,,,o,,,f,f,,m,a
p,9.66,x,s,y,f,s,,p,4.81,15.38,,i,n,,,f,f,,d,u
e,3.15,s,y,n,f,d,d,p,8.49,3.82,,i,n,,,f,f,,h,a
e,4.89,x,d,y,t,p,,y,6.21,14.93,,,y,,,f,f,,d,u
e,10.49,s,,w,t,d,c,p,4.62,22.15,,,w,,,f,f,,d,u
e,5.78,x,y,n,f,e,c,p,5.74,10.16,,y,n,,,f,f,,d,u
e,7.72,x,h,n,t,p,,n,6.08,16.53,,,n,,w,t,p,,d,u
p,8.49,x,y,w,t,,,g,7.4,13.56,s,,w,,,t,l,,g,u
e,7.83,x,,n,t,,,w,9.34,17.36,b,,w,u,w,t,g,,d,u
p,6.59,f,y,y,f,s,c,y,6.52,16.63,,y,y,,,f,f,,d,a
e,14.35,s,,w,t,d,c,w,6.56,27.52,,,w,,,f,f,,d,a
e,2.77,f,g,n,f,a,d,g,6.49,4.01,,s,n,,,f,f,,d,w
e,1.73,s,y,n,f,a,d,p,3.91,3.03,,i,n,,,f,f,,h,a
e,5.17,x,,y,f,x,c,u,6.55,3.94,,,w,,,f,f,,d,u
p,15.81,f,t,k,t,d,c,n,5.11,25.23,,,g,,,f,f,,l,a
e,9.61,s,,n,f,,,w,4.5,24.52,,,n,,,f,f,,d,a
e,8.05,f,t,o,f,s,,y,8.33,11.9,,t,o,,,f,f,,d,a
p,6.27,x,w,e,f,x,,w,11.41,7.5,r,g,n,,,f,f,,d,a
p,0.73,x,,o,f,d,,o,4.18,1.02,,,o,,,f,f,w,g,a
e,5.59,x,t,g,f,a,d,n,6.53,4.69,,t,w,,,t,l,,d,w
e,9.76,p,i,n,t,e,,p,8.83,17.94,,y,w,,,t,l,,l,a
e,10.77,f,e,b,f,,c,b,4.57,18.42,,,w,,,t,f,,d,a
e,6.53,x,,y,f,e,,w,6.4,12.68,b,,y,u,y,t,g,,d,a
p,2.95,o,,g,f,f,f,f,3.04,15.43,,g,n,,,f,f,,d,u
e,4.62,x,,l,f,d,,r,6.47,7.47,,,l,,,f,f,,d,u
p,3.65,f,y,p,f,e,c,w,3.89,3.55,,k,w,,,t,e,,d,u
p,15.53,s,t,k,t,d,c,n,5.36,27.33,,,r,,,f,f,,d,a
e,10.36,x,e,l,f,x,c,w,7.74,17.25,,,w,,,f,f,,d,a
e,9.1,s,,n,f,,,w,3.54,24.07,,,n,,,f,f,,d,u
p,2.99,b,t,y,f,a,,r,5.58,7.01,,t,y,,,f,f,,d,u
e,4.72,s,,n,f,d,c,w,2.9,6.71,,s,w,,,f,f,,h,u
e,7.8,x,t,y,t,x,c,y,6.97,12.12,,,w,,,f,f,,d,a
p,7.81,s,d,n,t,d,c,y,7.34,10.25,,,n,,,f,f,,d,u
e,6.68,x,,p,f,x,c,w,7.6,17.71,,s,w,,,f,f,,d,u
e,7.87,x,t,n,f,p,d,y,7.03,12.84,,s,n,,,f,f,,g,a
p,0.47,f,,o,f,d,,o,3.5,0.84,,,o,,,f,f,w,g,a
p,3.65,f,w,u,f,a,c,g,6.36,6.5,,s,u,,,f,f,,d,a
p,6.14,f,h,r,f,,c,w,11.24,15.53,,,w,u,w,t,g,,d,a
p,3.33,x,t,n,f,s,c,p,6.26,9.59,,,w,,n,t,z,,d,a
e,4.73,x,y,n,f,e,c,p,3.9,8.94,,y,n,,,f,f,,d,u
e,14.76,f,s,w,f,a,d,k,6.52,23.02,,,w,,,f,f,w,d,w
e,7.67,f,y,n,f,e,c,n,4.16,11.42,,,w,,,t,l,,w,a
p,16.08,f,s,n,f,d,c,y,6.04,30.75,,k,k,,,f,f,,d,u
e,8.72,x,h,y,f,p,,y,8.11,15.42,,,y,,y,t,,,d,a
p,9.66,s,t,p,t,d,c,p,8.69,17.26,,,p,,,t,f,,d,u
e,2.38,f,y,n,f,a,d,p,4.83,3.14,,i,n,,,f,f,,h,a
p,4.31,x,y,n,f,a,,w,5.55,3.67,,y,n,,,t,r,,g,u
e,2.79,b,y,n,f,,c,n,5.72,2.8,,,w,,,f,f,,d,w
p,4.26,f,d,n,f,d,c,n,4.97,6.04,,i,y,,,t,,,d,u
p,2.33,x,i,k,f,a,,p,3.79,2.6,,,w,,,f,f,p,g,u
e,5.19,s,s,b,f,d,d,b,5.15,11.39,,,w,,,f,f,,m,a
p,9.2,f,,n,f,x,c,w,10.41,12.4,r,i,w,,,f,f,,d,a
p,1.39,f,i,k,f,a,,p,4.01,2.45,,,w,,,f,f,p,g,a
p,9.83,s,t,p,t,d,c,p,8.09,14.48,,,p,,,t,f,,d,a
p,9.84,s,t,p,t,d,c,p,6.76,14.07,,,p,,,t,f,,d,u
p,0.84,x,g,o,f,,,y,3.68,0.72,,,y,,,f,f,,d,u
p,4.49,f,,y,f,s,d,y,5.58,12.82,,i,y,,,f,f,,d,a
e,2.99,b,y,n,f,,c,k,6.52,2.98,,,w,,,f,f,,d,a
p,1.04,x,g,w,f,a,d,w,2.78,1.56,,,n,,,f,f,,d,a
e,5.1,f,s,n,f,x,c,w,6.15,8.24,,s,n,,,f,f,,l,a
e,3.85,x,s,w,f,d,d,w,3.82,5.85,,,w,,,f,f,,m,w
p,5.92,s,d,o,f,d,c,y,3.82,6.7,,,y,,,f,f,,h,u
p,2.99,b,y,n,f,,c,w,5.4,4.43,s,s,w,,,f,f,,d,a
e,12.98,x,s,n,t,e,,n,6.28,16.33,s,,w,,,t,l,,m,u
p,5.31,x,s,o,f,e,,g,6.75,6.59,,,y,,,f,f,,m,u
e,6.68,f,,y,f,a,c,w,5.72,16.46,,,g,,,f,f,,d,u
p,2.96,s,w,u,f,a,c,u,5.83,5.81,,s,u,,,f,f,,d,u
e,6.86,f,,y,f,a,c,w,6.54,15.07,,,w,,,f,f,,d,u
p,18.56,f,k,w,t,d,d,n,7.29,30.72,,,w,,,f,f,,d,w
e,9.37,x,s,n,f,e,c,p,5.78,9.81,,i,n,,,f,f,p,d,u
e,5.24,c,,n,f,f,f,f,4.96,22.17,,,n,,,f,f,,l,s
e,10.82,x,,n,t,,,w,9.99,15.64,b,,w,u,w,t,g,,d,u
e,7.38,f,t,n,f,s,,n,8.74,11.52,,i,o,,,f,f,,d,a
p,0.71,x,g,o,f,,,y,3.45,0.78,,,w,,,f,f,,d,u
e,16.9,x,t,n,f,p,,y,13.84,63.06,,,n,,,f,f,,d,u
p,5.1,o,k,n,f,,c,o,1.23,15.45,,,y,,,f,f,,d,a
e,3.61,x,h,n,f,,c,n,5.89,6.21,,s,w,,w,f,f,k,d,a
e,6.37,f,h,g,f,s,d,w,5.61,9.56,,s,g,,,f,f,,d,u
p,1.92,b,g,o,f,,c,n,6.92,3.65,,,n,,,f,f,,m,s
p,3.02,x,t,o,f,a,c,n,4.54,5.85,,y,n,,,t,z,,d,w
e,8.86,x,s,w,f,e,c,p,6.27,13.5,,,w,,w,t,e,,m,u
e,2.56,x,,u,f,,d,u,6.33,4.74,,,w,,,f,f,,d,w
p,1.81,f,h,y,f,,,y,6.52,3.33,,,y,,,f,f,,g,a
p,4.65,x,t,n,f,s,c,n,6.19,9.8,,,w,,n,t,z,,d,a
e,5.43,x,y,g,f,s,,y,4.86,8.37,,,w,,,f,f,,d,a
e,7.67,f,,p,f,x,c,w,6.86,18.52,,s,w,,,f,f,,d,a
p,11.91,s,t,r,t,d,c,w,5.06,25.42,,,g,,,f,f,,g,a
e,9.52,p,i,n,t,e,,p,8.46,16.11,,y,w,,,t,l,,l,a
p,6.83,b,t,w,f,e,c,w,13.55,12.81,,y,w,u,w,t,l,,d,a
e,10.28,f,,l,f,d,c,y,2.55,12.79,,,w,,,f,f,,d,a
p,5.4,x,,p,f,,c,g,3.39,12.29,,,y,,,f,f,,d,a
e,1.14,p,g,g,f,,,g,3.06,1.52,,,w,,,f,f,,d,a
e,6.38,x,d,n,t,p,,y,6.86,14.02,,,y,,,f,f,,d,a
p,15.88,f,s,n,f,d,c,y,7.05,40.61,,k,k,,,f,f,,d,u
e,3.71,b,g,w,f,x,d,w,4.64,2.73,,,y,,,f,f,,g,u
p,7.58,b,t,w,f,e,c,w,12.8,12.34,,y,w,u,w,t,l,,d,a
p,11.81,x,e,y,t,p,,o,8.25,25.9,,,e,,,f,f,,d,a
p,8.02,x,w,p,f,s,c,p,4.26,10.38,,,p,,,f,f,,d,w
p,12.57,x,y,y,f,a,,y,14.61,23.46,r,,o,,,t,r,n,d,u
p,3.55,x,t,o,f,a,c,n,4.83,6.22,,y,n,,,t,z,,d,w
p,8.62,x,e,y,f,a,,o,11.52,22.67,r,,y,,,t,r,n,d,u
e,10.85,x,s,n,t,p,,y,10.16,18.02,,,n,,w,t,p,,d,a
e,3.7,x,s,w,f,d,d,w,3.11,5.74,,,w,,,f,f,,m,a
p,9.41,s,h,g,t,d,,g,4.58,14.03,,t,g,,,f,f,,d,a
p,3.41,o,l,g,f,f,f,f,0.0,0.0,f,f,f,,,f,f,,d,w
p,3.68,b,w,u,f,a,c,g,5.68,5.8,,s,u,,,f,f,,d,a
p,6.55,f,h,e,f,x,d,w,4.96,16.83,b,,w,,,f,f,,d,a
p,5.66,x,e,e,f,a,,w,7.18,9.63,,,y,,w,t,z,,d,a
p,9.63,x,t,n,f,a,d,w,10.01,29.1,,,w,,,f,f,,d,a
e,9.43,x,s,r,f,x,,n,5.83,21.49,,,p,,,f,f,,d,w
e,17.67,f,y,w,f,,,w,26.16,19.29,s,,n,,,t,m,,m,u
p,3.43,b,t,p,f,a,,r,5.38,7.29,,t,r,,,f,f,,d,u
p,3.47,f,d,n,f,x,c,w,3.98,2.87,b,s,n,,,f,f,,d,u
p,6.6,x,,y,f,s,d,y,5.47,13.43,,i,y,,,f,f,,d,a
p,15.59,f,t,r,t,d,c,n,5.06,25.95,,,g,,,f,f,,g,a
e,2.7,s,d,u,t,d,c,p,4.29,6.16,,,n,,,f,f,,d,u
e,5.2,x,y,n,f,e,c,p,4.88,9.55,,y,n,,,f,f,,d,u
p,6.93,s,d,n,t,d,c,y,6.95,11.45,,,n,,,f,f,,d,u
p,3.8,f,,u,f,a,,w,4.53,6.3,,,w,,,f,f,,d,u
e,0.62,p,g,g,f,,,g,2.74,1.42,,,w,,,f,f,,d,u
e,3.75,x,s,o,f,a,c,o,4.58,6.77,,,e,,,f,f,,g,w
e,6.05,x,h,n,f,x,c,n,6.44,6.46,,y,n,,,t,r,,d,w
p,9.37,x,y,n,f,a,c,y,12.54,11.08,,y,n,,,t,,,d,a
p,5.17,x,t,n,f,x,c,y,5.12,14.05,,,y,,,f,f,,d,a
p,9.54,o,,e,f,f,f,f,2.79,23.98,,g,n,,,f,f,,d,u
p,5.29,o,k,r,f,,c,y,0.97,10.26,,,y,,,f,f,,d,w
p,6.91,s,,y,t,d,,o,3.96,10.97,,,w,,,t,f,,d,a
p,14.48,s,k,w,t,d,d,w,6.8,26.85,,,w,,,f,f,,d,a
e,3.14,x,k,n,f,p,,n,4.48,10.29,,,n,,,f,f,,d,a
p,1.51,c,t,y,f,,,n,6.98,2.25,,,y,,,f,f,,g,a
e,10.55,f,y,e,f,,,w,6.73,23.1,b,,n,,w,t,e,,d,w
p,4.01,o,s,n,f,f,f,f,0.0,0.0,f,f,f,,,t,f,,d,w
e,7.59,x,,n,f,a,,w,6.91,13.21,,,g,,,f,f,,g,u
e,20.58,x,d,e,f,p,,n,15.45,34.98,s,y,w,,,f,f,,d,a
p,7.87,s,t,r,t,d,,w,4.38,12.68,,t,g,,,f,f,,d,a
p,3.83,f,k,y,f,p,,n,3.2,4.43,,k,n,,,t,f,,d,u
e,8.63,x,s,r,f,x,,n,4.63,18.76,,,n,,,f,f,,d,a
p,1.84,x,y,o,f,a,,y,2.84,5.21,,,o,,,f,f,,m,a
p,3.34,x,h,o,f,a,c,n,4.52,5.61,,y,n,,,t,z,,d,a
e,7.35,x,l,w,f,d,,w,3.38,7.79,,,w,,,f,f,,g,u
p,3.22,o,,k,f,f,f,f,3.27,13.66,,g,g,,,f,f,,d,a
p,6.84,f,,g,f,d,c,w,5.95,11.01,b,,n,,,f,f,,l,w
p,6.08,x,w,n,f,x,,w,14.1,7.25,r,g,n,,,f,f,,d,u
p,0.63,x,g,o,f,,,y,3.6,0.78,,,y,,,f,f,,d,a
e,11.31,f,,l,f,d,c,w,2.66,16.02,,,w,,,f,f,,d,w
p,7.74,f,w,p,f,s,c,p,4.79,9.9,,,p,,,f,f,,d,w
p,3.85,o,s,n,f,,c,w,0.0,0.0,f,f,f,,,f,f,n,d,u
e,10.08,f,s,e,f,d,d,w,6.78,14.32,,i,n,,,t,,w,d,a
p,3.98,s,,u,f,a,,w,4.75,7.88,,,w,,,f,f,,d,u
p,4.51,b,t,n,f,,,k,10.61,5.72,,,w,,,t,,k,g,w
e,6.75,x,t,g,f,a,d,n,5.57,5.32,,t,w,,,t,l,,d,u
e,6.1,s,,n,f,,,w,3.52,20.59,,,n,,,f,f,,d,a
e,3.45,s,d,u,t,d,c,p,4.41,5.92,,,g,,,f,f,,d,u
e,11.13,s,,n,f,,,w,4.94,22.53,,,n,,,f,f,,d,a
p,3.89,x,i,e,f,,,e,4.57,5.02,,,e,,,f,f,n,d,a
e,8.54,x,h,n,f,p,d,y,8.15,13.63,,s,n,,,f,f,,d,a
p,3.8,f,d,n,f,x,c,w,4.48,3.0,b,s,n,,,f,f,,d,u
e,1.5,c,g,n,f,a,,w,4.97,1.51,,,g,,,f,f,,l,a
e,1.33,c,g,n,f,a,,g,4.65,1.66,,,g,,,f,f,,l,a
e,8.72,p,s,w,f,e,c,p,23.97,12.77,,s,w,,,t,e,,g,s
p,6.23,p,s,n,f,,,g,9.73,12.67,,s,w,,,t,z,,g,s
e,7.24,x,h,n,f,a,d,n,6.23,4.42,,t,g,,,t,l,,d,a
e,2.07,f,y,n,f,a,d,p,5.85,3.34,,i,n,,,f,f,,h,a
p,16.89,f,s,n,f,d,c,y,5.25,36.17,,k,n,,,f,f,,d,u
p,16.19,f,t,k,t,d,c,b,5.48,27.21,,,n,,,f,f,,d,u
p,3.51,b,w,u,f,a,c,g,5.57,6.2,,s,u,,,f,f,,l,u
e,5.82,x,h,n,f,a,d,n,5.93,5.84,,t,g,,,t,l,,d,u
e,4.58,x,,w,f,d,,r,6.06,7.83,,,w,,,f,f,,l,u
e,3.44,s,d,u,t,d,c,p,4.48,6.58,,,g,,,f,f,,d,u
e,16.28,x,y,n,t,e,,w,9.96,17.48,,,w,,,t,,,g,a
e,8.66,f,s,n,f,s,,y,8.44,11.93,,i,o,,,f,f,,d,a
e,6.22,s,,y,f,a,c,w,4.98,14.81,,,w,,,f,f,,d,u
e,3.45,f,t,n,f,d,,o,5.59,6.48,,t,w,,,f,f,,d,a
p,5.3,b,t,n,f,,,n,11.43,6.08,,,w,,,t,,k,g,w
p,3.13,f,,u,f,a,c,n,4.01,3.59,,i,w,,,f,f,,p,a
e,1.32,c,g,n,f,a,,g,4.41,1.28,,,g,,,f,f,,l,a
e,3.14,x,,y,f,a,c,o,3.45,8.23,,,w,,,f,f,,d,a
p,3.82,o,,w,f,f,f,f,5.6,33.43,,g,w,,,t,f,,d,u
e,12.62,x,e,l,f,x,c,w,7.82,22.6,,,w,,,f,f,,d,u
p,2.63,s,w,o,t,d,c,n,3.76,7.52,,,n,,,f,f,,d,a
e,13.36,s,e,n,f,a,c,w,9.8,26.63,s,,w,,,f,f,,d,a
p,8.39,p,y,n,f,,,k,12.62,17.92,,,w,,,f,f,,d,a
p,2.74,f,w,n,t,d,c,n,3.17,5.9,,,n,,,f,f,,d,a
p,8.8,f,h,r,f,,c,w,10.4,13.13,,,w,u,w,t,g,,d,u
e,6.62,f,,n,f,s,c,g,6.69,20.19,b,,u,,,f,f,,g,a
p,1.49,b,h,n,f,a,,n,5.18,1.72,,t,n,,,f,f,,d,s
e,5.95,x,t,n,f,a,d,n,6.59,5.45,,t,w,,,t,l,,d,w
e,4.61,f,h,n,f,a,d,y,5.06,5.67,,s,o,,,f,f,,d,w
p,3.43,b,y,n,f,,c,u,5.66,4.54,s,s,w,,,f,f,,d,u
e,8.44,s,s,o,f,d,d,b,6.2,12.78,,,w,,,f,f,,g,a
p,2.48,b,,g,f,a,,g,5.36,2.23,,s,n,,,f,f,,d,a
p,3.08,f,s,w,f,d,c,w,3.26,9.7,,,w,,,f,f,,g,a
p,1.5,x,i,k,f,a,,w,4.42,2.47,,,w,,,f,f,p,g,u
p,6.72,x,e,e,f,a,,y,8.6,10.52,,,e,,w,t,z,,d,a
p,5.14,f,,y,f,s,d,y,6.2,14.64,,i,y,,,f,f,,d,a
e,13.11,f,s,n,f,x,,n,9.29,24.48,,,w,,,f,f,,d,w
p,3.35,x,t,n,f,s,c,n,5.63,8.7,,,w,,n,t,z,,d,u
e,7.86,f,h,n,f,s,,y,9.34,13.11,,t,n,,,f,f,,d,a
e,5.11,s,l,n,f,f,f,f,5.13,37.59,,,n,,,f,f,g,d,w
e,12.93,f,y,e,f,,,w,6.85,26.78,b,,n,,w,t,e,,d,a
p,3.43,b,w,u,f,a,c,g,5.73,4.67,,s,u,,,f,f,,l,u
p,0.66,x,g,y,f,,,y,3.34,0.69,,,y,,,f,f,,d,a
p,3.04,x,s,g,f,d,c,w,2.69,8.21,,,w,,,f,f,,g,a
p,3.01,x,h,o,f,a,c,n,5.24,6.48,,y,n,,,t,z,,d,w
e,6.11,x,,w,f,e,,w,5.85,11.89,b,,w,u,w,t,g,,d,u
e,5.75,p,s,w,f,e,c,n,5.56,12.97,,,w,,w,t,e,,g,u
p,10.52,x,s,n,t,p,,o,9.37,28.84,c,,y,,,f,f,,d,u
e,5.17,f,h,n,f,a,d,w,7.22,6.54,,s,o,,,f,f,,d,s
e,12.09,f,e,b,f,,c,b,5.11,20.84,,,w,,,t,f,,d,a
p,7.83,x,y,o,f,a,,y,10.75,20.11,r,,y,,,t,r,n,d,u
p,8.62,p,y,w,f,,,k,13.61,16.81,,,w,,,f,f,,d,a
e,3.25,s,,y,f,f,f,f,5.55,6.35,,,y,,,f,f,,d,a
e,8.04,x,s,n,f,e,c,w,5.56,9.49,,i,w,,,f,f,p,d,u
p,1.01,x,g,w,f,a,d,w,3.23,1.92,,,e,,,f,f,,l,u
p,1.6,b,h,n,f,a,,n,4.36,1.66,,t,n,,,f,f,,h,u
p,6.0,f,d,n,f,d,c,y,5.52,6.01,,i,y,,,t,,,d,a
e,7.64,f,y,n,f,e,c,n,4.5,13.24,,,w,,,t,r,,w,a
p,3.74,x,y,n,f,a,,w,5.53,3.61,,y,y,,,t,r,,d,u
e,12.68,p,s,n,t,e,,g,9.47,17.99,s,,w,,,t,l,,m,a
e,2.76,f,s,w,f,d,d,w,3.21,5.54,,,w,,,f,f,,g,a
e,6.18,c,,n,f,f,f,f,5.89,21.12,,,n,,,f,f,,l,s
p,2.23,f,i,l,f,a,,p,4.4,2.69,,,w,,,f,f,p,g,a
p,0.75,x,g,p,f,a,,n,3.93,0.98,,s,k,,,f,f,,d,a
p,3.33,s,w,o,t,d,c,n,3.53,6.09,,,n,,,f,f,,d,u
p,9.09,b,y,n,f,,,k,16.13,18.5,,,w,,,f,f,,d,a
p,2.46,f,i,l,f,a,,p,4.55,2.41,,,w,,,f,f,p,g,u
p,5.82,x,,e,f,,c,g,3.99,13.57,,,y,,,f,f,,d,a
e,7.28,x,y,n,f,e,c,p,6.37,11.19,,y,n,,,f,f,,d,u
e,7.15,f,s,n,f,s,c,w,6.62,10.97,b,i,n,,,f,f,,l,a
p,0.78,x,g,o,f,,,y,3.47,0.75,,,y,,,f,f,,d,a
e,4.56,x,h,n,f,x,c,w,4.72,4.73,,y,n,,,t,r,,d,u
e,6.14,x,h,n,f,a,d,n,5.73,4.45,,t,g,,,t,l,,d,a
e,8.64,x,,n,f,x,c,w,7.54,19.89,,s,w,,,f,f,,d,u
e,21.61,p,d,e,f,p,,n,18.29,37.71,s,y,w,,,f,f,,d,a
p,2.71,p,t,n,f,a,c,g,9.42,2.91,,t,y,,,t,e,,m,a
p,3.34,s,s,g,f,d,c,w,3.64,7.42,,,w,,,f,f,,g,u
e,6.02,f,y,g,f,s,,w,4.71,8.04,,,w,,,f,f,,d,a
e,4.75,b,g,n,f,a,d,g,6.77,4.24,,s,n,,,f,f,,d,s
p,9.68,x,,n,t,x,,n,10.3,21.82,s,,u,,u,f,f,,d,a
p,3.13,x,s,w,f,d,c,w,3.02,7.87,,,w,,,f,f,,g,u
p,1.34,f,s,y,f,f,f,f,3.49,5.35,,,y,,,f,f,,d,a
e,19.62,p,y,w,f,,,w,29.51,20.85,s,,n,,,t,m,,d,a
p,14.83,s,k,w,t,d,d,n,6.08,26.65,,,w,,,f,f,,d,a
p,5.95,f,,y,f,s,d,y,5.18,13.22,,i,y,,,f,f,,d,a
e,7.98,f,t,w,f,a,d,k,4.92,19.55,,,w,,,f,f,w,d,w
e,9.3,o,,n,f,,,w,4.54,22.34,,,n,,,f,f,,d,a
e,5.63,s,s,o,f,d,d,o,5.37,11.95,,,w,,,f,f,,d,a
p,14.1,f,g,o,f,e,,w,16.49,17.92,s,y,w,u,w,t,g,,d,u
p,0.75,x,g,n,f,a,,p,3.77,0.96,,h,k,,,f,f,,d,s
p,0.8,x,g,n,f,a,,n,4.0,0.96,,s,k,,,f,f,,d,s
p,2.32,c,,w,f,a,c,w,3.62,3.43,,i,u,,,f,f,,p,a
e,6.6,f,,p,f,x,c,w,7.28,18.29,,s,w,,,f,f,,d,a
e,8.95,x,e,l,f,x,c,w,8.0,19.09,,,w,,,f,f,,d,u
p,7.35,p,y,n,f,,,k,13.51,17.76,,,w,,,f,f,,d,a
p,11.67,x,t,k,t,d,c,b,4.68,26.48,,,g,,,f,f,,d,u
p,11.23,x,e,y,t,p,,o,8.87,30.65,,,u,,,f,f,,d,a
e,10.77,s,t,p,t,d,c,o,6.21,17.4,,,w,,,f,f,,d,u
p,1.08,x,g,w,f,a,d,w,3.31,1.76,,,n,,,f,f,,d,u
e,10.01,x,,n,f,a,,w,8.47,16.02,,,w,,,f,f,,d,u
p,3.12,f,w,n,t,d,c,y,3.86,5.51,,,n,,,f,f,,d,u
e,4.64,x,,w,f,x,c,w,8.24,9.86,b,,w,,w,t,,,d,s
p,0.78,x,,o,f,d,,o,4.73,1.09,,,o,,,f,f,w,g,u
p,1.35,s,s,y,f,f,f,f,3.44,5.49,,,y,,,f,f,,d,u
